,user,time,text,likes,comments,repost,share,url
391,orange_fox814,2024-06-26,"다 잘 될거라고 확신할 수 있어요 너무 멋지고 이쁜
체리님이니까😌지금까지 버텨준것만으로도 알 수 있어요
그대는 분명 멋지고 이쁜 사람이셔서 당장 지금이든, 내일이든
먼 미래든 반드시 사랑받고 있을거니까 걱정 말고 편히 자요
제가 할 수 있는게 끄적이며 위로하는거밖에 없네요😥제
진심이 체리님께 닿을 수 있길 바라요🦊🍒💜2",2.0,,,,https://www.threads.net/@cherry_serang_s2/post/C8opaLbSiIK
392,comfort_.april,2024-06-25,"우리 체리님 오늘도 너무너무 수고 많았어요. 행복만 가득하기를 바랬지만 그게 쉽지 않죠? 그래도 우리 체리님, 여기까지 달려오느라 너무너무 수고 많았어요. 힘든 순간들도 포기하고 싶은 순간들도 많았을텐데 버티느라 너무너무 고생했어요. 우리 체리님의 앞길이 아름답고 행복하기만 할 거라곤 할 수 없지만, 그럼에도 그대의 미래가 괜찮을 거라고 확신해요. 힘들 땐 기대서 쉬기도 하고 슬플 땐 울기도 하다보면 모든 게 괜찮아 질 거예요. 다 괜찮아요. 괜찮아 질 거고, 지금까지 그래왔듯이 너무너무 잘 해낼 거예요. 오늘도 정말 수고했어요. 푹 쉬어요.3",3.0,,,,https://www.threads.net/@cherry_serang_s2/post/C8opaLbSiIK
393,sidtpf_,2024-06-25,"오늘 체리 님의 모든 일들이 다 잘 되길 빌게요.
오늘 뿐만이 아닌 내일도, 모레도, 글피도 체리 님은 다 잘 될 것이고 행복만이 넘쳐날 거예요.
잘 안되더라도 어때요. 결과가 중요한 것이 아닌, 체리 님이 무언가에 대해 노력했다는 것이 중요한 걸요 💕
저는 그저 우리 체리 님이 이번 일로 한층 더 성장할 수 있는 사람이 되었으면 좋겠어요 😊
오늘 하루가 끝나기 전 자기자신에게 괜찮다고 잘 될 것이라고 말해주는 거 어떨까요?
어떨 땐 남에게 받는 위로보다도 자기자신에게 받는 위로가 훨씬 더 와닿을 때가 있거든요 :)
오늘 하루도 수고 많았어요. 다 괜찮아 질 테니 이제 그만 쉬어요 🌷21",2.0,1.0,,,https://www.threads.net/@cherry_serang_s2/post/C8opaLbSiIK
394,cherry_serang_s2,2024-06-25,그러게요 노력한 게 중요하죠 오늘은 저한테 잘될거라고 얘기해줘야겠어요 그런적이 없는 거 같은데 말씀 너무 감사해요♡1,1.0,,,,https://www.threads.net/@cherry_serang_s2/post/C8opaLbSiIK
395,comfort._y,2024-05-06,주문 선착순으로 티켓에 번호가 표기될 예정이라고 들었어요 !1,1.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6nib8uS97x
396,chael_cherry814,2024-05-06,주문 + 입금확인 순서대로예요!!1,1.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6nib8uS97x
397,comfort_hyun,2024-05-06,ㅋㅋㅋㅋㅋㅋ 전자에요! 우리 체리 님 국어 시험 볼 때 1번부터 5번까지 보기 지문 읽으면 다 맞는 것 같아서 헷갈릴 때 많죠? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제 옛날 보는 것 같아서 🤣🤣721,72.0,1.0,,,https://www.threads.net/@cherry_serang_s2/post/C6nib8uS97x
398,cherry_serang_s2,2024-05-06,ㅋㅋㅋㅋㅋㅋ평소에는 안 그러는데 가끔 헷갈릴 때가 있는 거 같아요 답변 감사합니다 최대한 준비 꼼꼼히 해놓고 빨리 주문해야겠군요!2,2.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6nib8uS97x
399,comfort_hyun,2024-04-24,"매진 될 일은 없고, 5월 11일 1시를 예상하고있긴한데 정해진 건 아직 없습니다 :)771",77.0,1.0,,,https://www.threads.net/@cherry_serang_s2/post/C6IgpfbyGh2
400,cherry_serang_s2,2024-04-24,감사합니다 5월 11일 메모해놓을게요!2,2.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6IgpfbyGh2
401,white_gratia,2024-04-24,매진 돼요.. 진짜 200명인데 하..5,5.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6IgpfbyGh2
402,sora_cherry_814,2024-04-24,매진됩니다 100%됩니다9,9.0,,,,https://www.threads.net/@cherry_serang_s2/post/C6IgpfbyGh2
403,m.o.c.h.i031128,2024-10-21,ㅠㅠㅠㅠㅠ,,,,,https://www.threads.net/@basasak_human_/post/DBXiJJby2ph
404,basasak_human_,2024-09-12,"나는 엄마의 자살시도를 두번이나 목격하였다.
한번은 방에들어가 문을 걸어 잠구고 목매 죽는다했다.내가 할 수 있는건 없었다.아빤 뽀로로를 틀어주며 보고있으랬다.정신차리고 보니 외할머니에 삼촌 아빠지인들이 왔다. 난 덜덜 떨면서 제발 아침이와서 아무일없어지길 바랬다또한번은 자고있는데 엄마가 울면서 날 깨웠다
정신과약을 당시먹고있었는데 술이랑 같이먹었고 사랑한다 미안하다등 내 얼굴을 쓰담더니 자는듯 누웠다.너무나 무서웠다.초등학교 저학년인 나에겐 할 수 있는거라고는 안방문을 잠구고 혼자자는 아빠를 깨우는 수밖에 없어 미친듯이 문을 두드렸다.악을 쓰면서 나오라고 엄마 죽으면 안된다고, 엄만 아빠가 병원을 데려갔다. 엄마랑 통화가 되기 전까지 처음으로 손이 차가워지고 진동기마냥 덜덜덜덜 멈추지않았다.엄만 늘 일찍 죽을거라했다.
그때 생긴 나의 습관은 숨쉬는것을 확인하는 것이다.혹시라도 엄마가 죽을까봐11",1.0,1.0,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
405,basasak_human_,2024-09-12,"초등학교3-4학년 때부터 집에 아빠는
안오기시작했다. 엄만 아빠가 새여자만난다고했다
그여자는 어린이집 선생인가 원장이랬는데 우리 삼남매를 잘 키워주겠다고 이혼하라는 말을 했었는지 엄마가 화가 났었다.12",1.0,2.0,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
406,basasak_human_,2024-10-21,"할말이졸라많아서엄두가안남엄마도 정상인은 아님
때리기도 존나많이 때림 . 뭐때문인지는 기억도안나는데 초등학생때 엄마가 몇대때린다했는데 도망다니면서 존나 개쳐맞음 .근데 그건 갯수포함아니래서 걍 존나 개쳐맞고 한여름에 긴바지입고다님 하반신이 보라색으로 멍들어서1",,1.0,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
407,basasak_human_,2024-10-21,5-6살때는 엄마화장대가 궁금해서 열어서 구경하다 마스카라가 묻었는데 그거보고 또 개쳐맞고 쌍욕들음. 왜뒤지냐 돈없어서 샘플밖이 안쓰는데 머어쩌고 니아빠도 지랄인데 뭘바라냐 어쩌구더쩌구 지금생각해보면 길거리에 다서여섯살 보면 애기인데 왜그랫을까1,,1.0,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
408,basasak_human_,2024-10-21,"난 누가봐도 스쳐지나가도 아빠닮음.그래서 평생을 욕듣고삶. 특히 사춘기때 엄만 날 경멸하듯 쳐다본거같음.말걸어도 무시하고 뭐만하면 저년또저런다.
좀 지나서 하는말이 걍 내가싫었데.내가 자해하는것도 알았지만 하는말은 그럼 그때 죽지그랬냐 하고. 정말 피를 말림. 통제속에서 살았기에 집엔 현관문 제외하곤 문이없었음ㅋ 매번 다들리게 저미친년 또저러네. 집안분위기 쟤때문애 흐린다. 쟤때문에 온가족이 맘편히 있지도 못한다. 유치뽕짝임. 하지만 그때의 나에겐 너무나 가혹했다",,,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
409,basasak_human_,2024-09-12,"입학식이나 졸업등 어쩌다한번씩 큰행사에 아빠는 쓱 얼굴보곤 가기도 했다. 그이후론 얼굴도 연락도 없었다.삼남매랑 엄마랑 살면서 많은 변화가 있었다
난 밤만 되면 더욱 불안했었다.저녁에 아빠가 와서 엄마랑 싸울까봐 이기도 하지만 또하나는 아빠의 감시도 있었던 것이다. 6시전에는 모두가 집에있어야했다. 나중에 언니가 말해주기를 위치추적같은걸로 감시했다고..난 해만지면 불안해지는것을 극복하는데 적어도 일년은 필요했었다.또하나는 가을이되면 시도때도 없이 불안이 크게 몰려와 불안하고 초조했는데 알고보니 동생 돌잔치전날 싸운게 가을이다.9-10월이되면 왜이럴까 싶었던게 그때의 충격의여파였나보다.중학생이되기전까지 헤어나오질 못했었다.1",1.0,,,,https://www.threads.net/@basasak_human_/post/C_zojamSrQe
410,basasak_human_,2024-09-12,17,1.0,7.0,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
411,basasak_human_,2024-09-12,"초등학교3-4학년 때부터 집에 아빠는
안오기시작했다. 엄만 아빠가 새여자만난다고했다
그여자는 어린이집 선생인가 원장이랬는데 우리 삼남매를 잘 키워주겠다고 이혼하라는 말을 했었는지 엄마가 화가 났었다.12",1.0,2.0,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
412,basasak_human_,2024-10-21,"할말이졸라많아서엄두가안남엄마도 정상인은 아님
때리기도 존나많이 때림 . 뭐때문인지는 기억도안나는데 초등학생때 엄마가 몇대때린다했는데 도망다니면서 존나 개쳐맞음 .근데 그건 갯수포함아니래서 걍 존나 개쳐맞고 한여름에 긴바지입고다님 하반신이 보라색으로 멍들어서1",,1.0,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
413,basasak_human_,2024-10-21,5-6살때는 엄마화장대가 궁금해서 열어서 구경하다 마스카라가 묻었는데 그거보고 또 개쳐맞고 쌍욕들음. 왜뒤지냐 돈없어서 샘플밖이 안쓰는데 머어쩌고 니아빠도 지랄인데 뭘바라냐 어쩌구더쩌구 지금생각해보면 길거리에 다서여섯살 보면 애기인데 왜그랫을까1,,1.0,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
414,basasak_human_,2024-10-21,"난 누가봐도 스쳐지나가도 아빠닮음.그래서 평생을 욕듣고삶. 특히 사춘기때 엄만 날 경멸하듯 쳐다본거같음.말걸어도 무시하고 뭐만하면 저년또저런다.
좀 지나서 하는말이 걍 내가싫었데.내가 자해하는것도 알았지만 하는말은 그럼 그때 죽지그랬냐 하고. 정말 피를 말림. 통제속에서 살았기에 집엔 현관문 제외하곤 문이없었음ㅋ 매번 다들리게 저미친년 또저러네. 집안분위기 쟤때문애 흐린다. 쟤때문에 온가족이 맘편히 있지도 못한다. 유치뽕짝임. 하지만 그때의 나에겐 너무나 가혹했다",,,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
415,basasak_human_,2024-09-12,"입학식이나 졸업등 어쩌다한번씩 큰행사에 아빠는 쓱 얼굴보곤 가기도 했다. 그이후론 얼굴도 연락도 없었다.삼남매랑 엄마랑 살면서 많은 변화가 있었다
난 밤만 되면 더욱 불안했었다.저녁에 아빠가 와서 엄마랑 싸울까봐 이기도 하지만 또하나는 아빠의 감시도 있었던 것이다. 6시전에는 모두가 집에있어야했다. 나중에 언니가 말해주기를 위치추적같은걸로 감시했다고..난 해만지면 불안해지는것을 극복하는데 적어도 일년은 필요했었다.또하나는 가을이되면 시도때도 없이 불안이 크게 몰려와 불안하고 초조했는데 알고보니 동생 돌잔치전날 싸운게 가을이다.9-10월이되면 왜이럴까 싶었던게 그때의 충격의여파였나보다.중학생이되기전까지 헤어나오질 못했었다.1",1.0,,,,https://www.threads.net/@basasak_human_/post/C_zp-LqyjyY
416,basasak_human_,2024-08-11,"지금은 부모와 분리되어 살고있음
가끔씩 우울과 죄책감 불안들이 찾아올때 
일기장처럼 쓰면 마음이 편해질까?11",1.0,1.0,,,https://www.threads.net/@basasak_human_/post/C-gmUYxyt4S
417,k_cyber1388,2024-08-11,살아남았다는 표현이 아프게 다가옵니다.. 얼마나 많은 시간을 힘들어 하셨던 걸까요. 지금은 안전하게 지내고 계신 걸까요. 대상이 가족이었기에 상처가 깊었던 만큼 치유가 되는 데 시간이 필요할 것 같아요. 불현듯 감정이 힘들어질 때는 나의 감정과 생각을 있는 그대로 표현하고 사람들과 소통하는 과정이 마음의 위로가 될 수 있어요. 힘든 시간을 지나 행복하게 살아가시길 응원 드려요.1,1.0,,,,https://www.threads.net/@basasak_human_/post/C-gmUYxyt4S
418,basasak_human_,2024-08-11,12,1.0,2.0,,,https://www.threads.net/@basasak_human_/post/C-gmfDlyGb3
419,k_cyber1388,2024-08-11,살아남았다는 표현이 아프게 다가옵니다.. 얼마나 많은 시간을 힘들어 하셨던 걸까요. 지금은 안전하게 지내고 계신 걸까요. 대상이 가족이었기에 상처가 깊었던 만큼 치유가 되는 데 시간이 필요할 것 같아요. 불현듯 감정이 힘들어질 때는 나의 감정과 생각을 있는 그대로 표현하고 사람들과 소통하는 과정이 마음의 위로가 될 수 있어요. 힘든 시간을 지나 행복하게 살아가시길 응원 드려요.1,1.0,,,,https://www.threads.net/@basasak_human_/post/C-gmfDlyGb3
420,basasak_human_,2024-07-31,"adhd
헨젤과 그레텔임 .일마무리가 안됨.꼭하나씩 흘리거나 안치움.사실 지금도 그러고있음1",1.0,,,,https://www.threads.net/@basasak_human_/post/C9_2E9bSWbB
421,basasak_human_,2024-07-31,"기면증 
약안먹으면 사람사는게 아님
ㄹㅇ1분안에 잠드는데 머리만 잠드는거라 가위눌림
기면증이 아니라 기면병임. 희귀난치병으로 분류됨
모르는사람도 많고 꾀병&의지박약이라고 생각하는 사람은 더많음1",1.0,,,,https://www.threads.net/@basasak_human_/post/C9_2E9bSWbB
422,basasak_human_,2024-08-11,"화는 참아도 눈물을 조절이 안됨
아무때나는 아니지만 충동이 높아서 분노와 눈물과 우울이 최고치에 달하면 죿겟다고 사고침",,,,,https://www.threads.net/@basasak_human_/post/C9_2E9bSWbB
423,basasak_human_,2024-07-29,23,2.0,3.0,,,https://www.threads.net/@basasak_human_/post/C-FIUofyNJA
424,basasak_human_,2024-07-31,"기면증 
약안먹으면 사람사는게 아님
ㄹㅇ1분안에 잠드는데 머리만 잠드는거라 가위눌림
기면증이 아니라 기면병임. 희귀난치병으로 분류됨
모르는사람도 많고 꾀병&의지박약이라고 생각하는 사람은 더많음1",1.0,,,,https://www.threads.net/@basasak_human_/post/C-FIUofyNJA
425,basasak_human_,2024-08-11,"화는 참아도 눈물을 조절이 안됨
아무때나는 아니지만 충동이 높아서 분노와 눈물과 우울이 최고치에 달하면 죿겟다고 사고침",,,,,https://www.threads.net/@basasak_human_/post/C-FIUofyNJA
426,sin.nae,2024-11-04,꼬미 왜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 수호냥이댜1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
427,myeonggu934,2024-11-04,슬슬 미용 시켜줘야하나 사자가 되가네 😑1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
428,sin.nae,2024-11-04,미용을 안시키면 강아지처럼 엄청 길어져???😮,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
429,__leehappy,2024-11-04,냥씨티비다!!!!!!!!1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
430,myeonggu934,2024-11-04,어휴 무셔 감시당함,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
431,_nerimu_,2024-11-05,세상 귀여운 cctvㅋㅋㅋㅋ,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
432,blue_whale_oo,2024-11-05,다 지켜보고있다아👀✨️,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
433,meonmoonh,2024-11-05,가서 입에 와라랄랄랄라ㅏㄹ라랄 하고싶다 뺨맞겠지?,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
434,_.y_os,2024-11-05,뭔가 아련하네ㅎㅎ 기여웡,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
435,pandora_0626,2024-11-05,냥냥tv,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
436,sh_y.yuhee,2024-11-05,ㅋㅋㅋㅋㅋㅋㅋㅋ지켜보고있다👀,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
437,flammerow,2024-11-05,우잉💓🫶이뽀당💓,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
438,qbbdasongbhcdasarang,2024-11-05,가구 한샘건가요,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
439,mm.09494,2024-11-05,귀여워 그래도,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
440,seauty_,2024-11-04,zzz먼가 너 뭐하니 이런 표정 🥹,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
441,nana_beatitudo,2024-11-04,표정이 뭔가 묘… 하네 ㅋㅋㅋ,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
442,hwayang_f,2024-11-04,감시중이네 ㅋㅋㅋㅋㅋ,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
443,kim_h_j_0208,2024-11-05,집사야!지켜보고 있다옹!냥냥ㅋ,,,,,https://www.threads.net/@myeonggu934/post/DB854VVSAX7
444,sin.nae,2024-11-04,ㅠㅠㅠㅠㅠㅠ복실이다 만져보고 싶어😫11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
445,myeonggu934,2024-11-04,링크의 장점은 털만 복실한게 아니라 살도 같이 잡힌다는 점 이야. 안고 자면 말랑포근 😊1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
446,sin.nae,2024-11-04,링크 몇키로야?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 렉돌이 원래 좀 크지?!11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
447,myeonggu934,2024-11-04,10kg이야 원래도 중대형묘긴 한데 심지어 숫컷이라 좀 크지 ㅋㅋㅋㅋㅋ 이거 체급 차이 보이냐고 ㅋㅋㅋㅋ11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
448,sin.nae,2024-11-04,앜ㅋㅋㅋㅋㅋ진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아빠랑 애기같애,,,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
449,blue_whale_oo,2024-11-05,링크귀욥♥️살짝 발 잡아보자ㅎㅎ,,,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
450,nana_beatitudo,2024-11-04,뭐든 안귀엽겠어💕러뷰,,,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
451,silverdog1004,2024-11-05,신기해... 근육통 안생기나봐.. 난 너무 아픈데 ㅋㅋㅋ,,,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
452,_nerimu_,2024-11-05,나 병원에서 골때리는 냥이 만나쪄11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
453,wani1004_simba,2024-11-05,미어캣인가11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
454,_nerimu_,2024-11-05,웃기징ㅋㅋㅋㅋ11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
455,wani1004_simba,2024-11-05,ㅋㅋㅋ 뗌레옹은 잠에서 깨어 났는감!11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
456,_nerimu_,2024-11-05,한바탕 놀구 다시 잠에 빠졌엉 ㅋㅋㅋ11,1.0,1.0,,,https://www.threads.net/@myeonggu934/post/DB82cUeykuL
457,jeongmanool,2024-11-04,허허 이 시나리오 대로면 미사일 맞고 한 방에 가루가 되는 게 속편하겠다 허허 공산독재국가에서 뭣하러 살까.1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB8btK5TW64
458,myeonggu934,2024-11-04,"그냥 내 뇌피셜이야 ㅋㅋㅋㅋ
북한이 정사정포 쏘기전에 우리한테 먼저 타격당할걸1",1.0,,,,https://www.threads.net/@myeonggu934/post/DB8btK5TW64
459,nana_beatitudo,2024-11-04,1,,1.0,,,https://www.threads.net/@myeonggu934/post/DB8btK5TW64
